"Date","RegionName","State","Metro","County","City","SizeRank","Zri","MoM","QoQ","YoY","ZriRecordCnt"
2017-09-30,"Southgate","WI","Milwaukee","Milwaukee","Milwaukee",4253,1081,-0.00643382352941176,-0.0100732600732601,-0.0450530035335689,406
2017-09-30,"Woodbine","CA","Sacramento","Sacramento","Sacramento",4254,1462,0.0131670131670132,0.0339462517680339,0.091044776119403,553
2017-09-30,"Poppleton","MD","Baltimore","Baltimore City","Baltimore",4255,1221,0.00493827160493827,0.0107615894039735,-0.0247603833865815,921
2017-09-30,"Ryan Place","TX","Dallas-Fort Worth","Tarrant","Fort Worth",4256,1769,0.00855188141391106,0.0225433526011561,0.0846106683016554,818
2017-09-30,"Briarwood","AR","Little Rock","Pulaski","Little Rock",4257,1139,0.00175901495162709,-0.00349956255468067,0.0326382592928377,788
2017-09-30,"Kimberline","AL","Mobile","Mobile","Mobile",4258,1011,-0.00785083415112856,-0.00979431929480901,0.0253549695740365,570
2017-09-30,"Las Palmas","TX","El Paso","El Paso","El Paso",4259,1192,0,0.000839630562552477,-0.00251046025104603,727
2017-09-30,"Woodmere","MD","Baltimore","Baltimore City","Baltimore",4260,1262,0.00637958532695375,0.00158730158730159,-0.0125195618153365,828
2017-09-30,"Highland","CA","San Francisco","Alameda","Oakland",4261,2530,0.00237717908082409,0.00357001190003967,0.0877042132416165,494
2017-09-30,"Northside","MT","Missoula","Missoula","Missoula",4262,1101,0.00456204379562044,0.0251396648044693,-0.00181323662737987,698
2017-09-30,"South Garden","VA","Richmond","Richmond City","Richmond",4263,1032,0.00389105058365759,0.0371859296482412,0.0584615384615385,708
2017-09-30,"Lehi","AZ","Phoenix","Maricopa","Mesa",4264,2103,0.00142857142857143,-0.00284495021337127,0.0707739307535642,490
2017-09-30,"Sheridan","MN","Minneapolis-St Paul","Hennepin","Minneapolis",4265,1531,0.00856389986824769,0.0295897780766644,0.0912330719885959,589
2017-09-30,"Wilder Park","KY","Louisville/Jefferson County","Jefferson","Louisville",4266,881,0.00227531285551763,0.0220417633410673,0.0463182897862233,779
2017-09-30,"Williamsburg","VA","Washington","Arlington","Arlington",4267,3567,0.00140370578326783,0.0047887323943662,0.0324167872648336,1034
2017-09-30,"Avondale Melbourne Heights","KY","Louisville/Jefferson County","Jefferson","Louisville",4268,1287,0.00625488663017983,0.0254980079681275,0.0540540540540541,934
