RegionName,State,County,Metro,City,SizeRank,Year,Month,Value
215,30,45,38,215,127,2012,3,9.3846926869044
215,30,45,38,215,127,2012,4,6.56373112008778
215,30,45,38,215,127,2012,5,11.2157753070419
215,30,45,38,215,127,2012,6,9.17796219275353
215,30,45,38,215,127,2012,7,6.33184396160784
215,30,45,38,215,127,2012,8,6.93126942177519
215,30,45,38,215,127,2012,9,5.11777362601851
215,30,45,38,215,127,2012,10,5.58682294263115
215,30,45,38,215,127,2012,11,7.08309881223679
215,30,45,38,215,127,2012,12,12.9821273327036
215,30,45,38,215,127,2013,1,6.20296026302601
215,30,45,38,215,127,2013,2,7.31591926774306
215,30,45,38,215,127,2013,3,9.46606792848715
215,30,45,38,215,127,2013,4,13.3467825839903
215,30,45,38,215,127,2013,5,12.0040635953302
215,30,45,38,215,127,2013,6,6.75560194430633
215,30,45,38,215,127,2013,7,12.1726655277182
215,30,45,38,215,127,2013,8,12.5446234590423
215,30,45,38,215,127,2013,9,10.1613549072236
215,30,45,38,215,127,2013,10,12.5308821197
215,30,45,38,215,127,2013,11,12.8523295814676
215,30,45,38,215,127,2013,12,9.94439708909096
215,30,45,38,215,127,2014,1,9.35410856283018
215,30,45,38,215,127,2014,2,13.7095256613495
215,30,45,38,215,127,2014,3,11.624172549646
215,30,45,38,215,127,2014,4,13.2124040845502
215,30,45,38,215,127,2014,5,14.3877845255627
215,30,45,38,215,127,2014,6,13.7370385867599
215,30,45,38,215,127,2014,7,18.2238103388987
215,30,45,38,215,127,2014,8,13.836640265765
215,30,45,38,215,127,2014,9,18.9051667884117
215,30,45,38,215,127,2014,10,11.2625730114448
215,30,45,38,215,127,2014,11,14.6380438671819
215,30,45,38,215,127,2014,12,11.6979440363251
215,30,45,38,215,127,2015,1,13.5386519405535
215,30,45,38,215,127,2015,2,16.1071280589519
215,30,45,38,215,127,2015,3,14.3830538799559
215,30,45,38,215,127,2015,4,11.3916359479926
215,30,45,38,215,127,2015,5,13.4825582189861
215,30,45,38,215,127,2015,6,13.8984590871635
215,30,45,38,215,127,2015,7,12.0192550958089
215,30,45,38,215,127,2015,8,18.508909173328
215,30,45,38,215,127,2015,9,13.3090685225157
215,30,45,38,215,127,2015,10,15.6892943109253
215,30,45,38,215,127,2015,11,15.4208227321525
215,30,45,38,215,127,2015,12,12.3844842350605
215,30,45,38,215,127,2016,1,6.32491148253821
215,30,45,38,215,127,2016,2,7.17855663038042
215,30,45,38,215,127,2016,3,9.28525945631874
215,30,45,38,215,127,2016,4,15.6646240198634
215,30,45,38,215,127,2016,5,9.12973204452802
215,30,45,38,215,127,2016,6,15.1816070768983
215,30,45,38,215,127,2016,7,17.9496820334797
215,30,45,38,215,127,2016,8,14.3595160827584
215,30,45,38,215,127,2016,9,13.0237565320014
